# name: E288-300
# comment: 
# reference: 
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.25
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,xSec,uncorrErr_0,Q_avg,y_avg,qT_avg,cutParams_0,cutParams_1,cutParams_2,cutParams_3
E288-300.4Q5.0,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,0.0,0.2,1591.5494309189996,False,9160.0,420.0,4.490696023157433,0.21000000000000002,0.1,0.0,0.0,-100.0,100.0
E288-300.4Q5.1,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,0.2,0.4,530.5164769729998,False,7650.0,300.0,4.4899508526555945,0.21000000000000002,0.30000000000000004,0.0,0.0,-100.0,100.0
E288-300.4Q5.2,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,0.4,0.6,318.3098861838,False,6610.0,300.0,4.485883611844035,0.21000000000000002,0.5,0.0,0.0,-100.0,100.0
E288-300.4Q5.3,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,0.6,0.8,227.364204417,False,5580.0,300.0,4.488506722502871,0.21000000000000002,0.7,0.0,0.0,-100.0,100.0
E288-300.4Q5.4,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,0.8,1.0,176.83882565766675,False,3910.0,270.0,4.480045543809467,0.21000000000000002,0.9,0.0,0.0,-100.0,100.0
E288-300.4Q5.5,1,1,63029,1,563.1129,4.0,5.0,-0.09,0.51,1.0,1.2,144.6863119017273,False,2730.0,230.0,4.467644202327131,0.21000000000000002,1.1,0.0,0.0,-100.0,100.0
E288-300.5Q6.0,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,0.0,0.2,1591.5494309189996,False,2570.0,160.0,5.491997044611872,0.21000000000000002,0.1,0.0,0.0,-100.0,100.0
E288-300.5Q6.1,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,0.2,0.4,530.5164769729998,False,2300.0,100.0,5.492989158869905,0.21000000000000002,0.30000000000000004,0.0,0.0,-100.0,100.0
E288-300.5Q6.2,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,0.4,0.6,318.3098861838,False,2070.0,100.0,5.49229071201813,0.21000000000000002,0.5,0.0,0.0,-100.0,100.0
E288-300.5Q6.3,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,0.6,0.8,227.364204417,False,1820.0,110.0,5.491421140847665,0.21000000000000002,0.7,0.0,0.0,-100.0,100.0
E288-300.5Q6.4,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,0.8,1.0,176.83882565766675,False,1130.0,80.0,5.490635472691087,0.21000000000000002,0.9,0.0,0.0,-100.0,100.0
E288-300.5Q6.5,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,1.0,1.2,144.6863119017273,False,872.0,73.0,5.490329721152981,0.21000000000000002,1.1,0.0,0.0,-100.0,100.0
E288-300.5Q6.6,1,1,63029,1,563.1129,5.0,6.0,-0.09,0.51,1.2,1.4,122.42687930146155,False,635.0,61.0,5.486761700577682,0.21000000000000002,1.2999999999999998,0.0,0.0,-100.0,100.0
