# name: compass.d.h+
# comment: 
# reference: 
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,x_min,x_max,z_min,z_max,pT_min,pT_max,M_target,M_product,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0,Q_avg,x_avg,z_avg,pT_avg
compass.d.h+.469,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.3162277660168379,0.3464101615137754,0.938,0.139,0.0005859391022801,True,0.1,0.9,25.0,10000.0,2.3429,0.1737,0.24858169,0.0314736184266571,6.5,0.155,0.29359752879773715,0.3313189637653067
compass.d.h+.470,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.3464101615137754,0.3741657386773941,0.938,0.139,0.0005388266139501,True,0.1,0.9,25.0,10000.0,2.3451,0.1736,0.25373982,0.0315031723813879,6.5,0.155,0.2937262187761904,0.3602879500955848
compass.d.h+.471,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.3741657386773941,0.412310562561766,0.938,0.139,0.0004936772688284,True,0.1,0.9,25.0,10000.0,2.3009,0.1501,0.24711666,0.0309094065636158,6.5,0.155,0.29406215308474304,0.39323815061958006
compass.d.h+.472,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.412310562561766,0.4472135954999579,0.938,0.139,0.0004517214190577,True,0.1,0.9,25.0,10000.0,2.0068,0.1572,0.22917656,0.0269585801607476,6.5,0.155,0.29452009332850687,0.42976207903086194
compass.d.h+.473,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.4472135954999579,0.4795831523312719,0.938,0.139,0.0004189327091432,True,0.1,0.9,25.0,10000.0,2.0109,0.128,0.2207968199999999,0.027013657985473,6.5,0.155,0.29539225201192143,0.4633983739156149
compass.d.h+.474,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.4795831523312719,0.5196152422706632,0.938,0.139,0.0003885769577809,True,0.1,0.9,25.0,10000.0,1.7871,0.1143,0.19854681,0.0240072147724098,6.5,0.155,0.29605426739427443,0.4995991973009676
compass.d.h+.475,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.5196152422706632,0.5477225575051661,0.938,0.139,0.0003637700009084,True,0.1,0.9,25.0,10000.0,1.5649,0.1163,0.18371926,0.0210222653446053,6.5,0.155,0.2967596465937764,0.5336688998879147
compass.d.h+.495,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.1414213562373095,0.2,0.938,0.139,0.0021111119787053,True,0.1,0.9,25.0,10000.0,4.0281,0.2143,0.3544728,0.0542304553779467,6.5,0.305,0.26343332006847725,0.17071067811865476
compass.d.h+.496,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.2,0.2449489742783178,0.938,0.139,0.0016199131959062,True,0.1,0.9,25.0,10000.0,3.6777,0.1997,0.3273153,0.0495130075577753,6.5,0.305,0.2639398080322736,0.2224744871391589
compass.d.h+.497,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.2449489742783178,0.282842712474619,0.938,0.139,0.001365649996067,True,0.1,0.9,25.0,10000.0,3.33,0.191,0.30636,0.0448319099348483,6.5,0.305,0.26459819535138984,0.26389584337646843
compass.d.h+.498,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.282842712474619,0.3162277660168379,0.938,0.139,0.0012031617995155,True,0.1,0.9,25.0,10000.0,3.2627,0.1963,0.30277856,0.0439258476109398,6.5,0.305,0.26519070608288614,0.29953523924572845
compass.d.h+.499,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.3162277660168379,0.3464101615137754,0.938,0.139,0.0010877414120022,True,0.1,0.9,25.0,10000.0,3.0033,0.1861,0.2847128399999999,0.0404335360682672,6.5,0.305,0.2656430784886849,0.3313189637653067
compass.d.h+.500,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.3464101615137754,0.3741657386773941,0.938,0.139,0.0010002814620183,True,0.1,0.9,25.0,10000.0,2.6642,0.1708,0.2570953,0.0358682205550819,6.5,0.305,0.2661116283983179,0.3602879500955848
compass.d.h+.501,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.3741657386773941,0.412310562561766,0.938,0.139,0.0009164659046976,True,0.1,0.9,25.0,10000.0,2.5983,0.1455,0.24527952,0.0349810064815965,6.5,0.305,0.26689984626574575,0.39323815061958006
compass.d.h+.502,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.412310562561766,0.4472135954999579,0.938,0.139,0.000838578774288,True,0.1,0.9,25.0,10000.0,2.6257,0.1531,0.2573186,0.0353498936684478,6.5,0.305,0.2682107597499026,0.42976207903086194
compass.d.h+.503,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.4472135954999579,0.4795831523312719,0.938,0.139,0.0007777095858666,True,0.1,0.9,25.0,10000.0,2.256,0.1223,0.2192831999999999,0.0303726092531585,6.5,0.305,0.2692273484473534,0.4633983739156149
compass.d.h+.504,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.4795831523312719,0.5196152422706632,0.938,0.139,0.0007213569585703,True,0.1,0.9,25.0,10000.0,1.8479,0.1042,0.18442042,0.0248783442548367,6.5,0.305,0.27056045577430726,0.4995991973009676
compass.d.h+.505,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.5196152422706632,0.5477225575051661,0.938,0.139,0.0006753051518364,True,0.1,0.9,25.0,10000.0,1.6318,0.1153,0.1746026,0.0219689821716773,6.5,0.305,0.2721909850372073,0.5336688998879147
compass.d.h+.525,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.3,0.4,0.1414213562373095,0.2,0.938,0.139,5.568452411788819e-05,True,0.1,0.9,25.0,10000.0,2.7611,0.1525,0.22889519,0.0484327392852987,3.4773143483664013,0.0435,0.35,0.17071067811865476
compass.d.h+.526,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.3,0.4,0.2,0.2449489742783178,0.938,0.139,4.272823816842092e-05,True,0.1,0.9,25.0,10000.0,2.6151,0.147,0.2196684,0.0458717382582973,3.469732730326905,0.0435,0.35,0.2224744871391589
compass.d.h+.527,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.3,0.4,0.2449489742783178,0.282842712474619,0.938,0.139,3.602157105338827e-05,True,0.1,0.9,25.0,10000.0,2.4604,0.1472,0.2103642,0.0431581296358513,3.4630430788307183,0.0435,0.35,0.26389584337646843
compass.d.h+.555,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.3,0.4,0.2,0.2449489742783178,0.938,0.139,4.44083854063997e-05,True,0.1,0.9,25.0,10000.0,2.9657,0.0905,0.25682962,0.0473095268676448,3.197584635815936,0.0775,0.35,0.2224744871391589
compass.d.h+.556,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.3,0.4,0.2449489742783178,0.282842712474619,0.938,0.139,3.743800069587553e-05,True,0.1,0.9,25.0,10000.0,2.8426,0.0876,0.2473061999999999,0.0453458074228571,3.195780296196051,0.0775,0.35,0.26389584337646843
compass.d.h+.584,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.1,0.21,0.3,0.4,0.2,0.2449489742783178,0.938,0.139,8.066204086081902e-05,True,0.1,0.9,25.0,10000.0,3.7359,0.0772,0.32203458,0.0543056748919198,3.1981612849340326,0.155,0.35,0.2224744871391589
compass.d.h+.585,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.1,0.21,0.3,0.4,0.2449489742783178,0.282842712474619,0.938,0.139,6.800124603140592e-05,True,0.1,0.9,25.0,10000.0,3.574,0.0762,0.3116528,0.0519522690820743,3.1954036065168516,0.155,0.35,0.26389584337646843
compass.d.h+.613,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.21,0.4,0.3,0.4,0.2,0.2449489742783178,0.938,0.139,0.0003659102859584,True,0.1,0.9,25.0,10000.0,4.2471,0.138,0.3325479299999999,0.0592843913873636,3.893811367826897,0.305,0.35,0.2224744871391589
compass.d.h+.614,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.21,0.4,0.3,0.4,0.2449489742783178,0.282842712474619,0.938,0.139,0.0003084766405032,True,0.1,0.9,25.0,10000.0,4.1031,0.1314,0.32783769,0.0572743251398582,3.8914816023797014,0.305,0.35,0.26389584337646843
compass.d.h+.642,1,12,12,2001,301.039844,1.7320508075688772,2.6457513110645907,0.013,0.02,0.3,0.4,0.1414213562373095,0.2,0.938,0.139,8.22942169094899e-06,True,0.1,0.9,25.0,10000.0,2.8532,0.121,0.20286252,0.0701951360504649,2.6501251177647878,0.016745000000000003,0.35,0.17071067811865476
compass.d.h+.672,1,12,12,2001,301.039844,1.7320508075688772,2.6457513110645907,0.02,0.032,0.3,0.4,0.1414213562373095,0.2,0.938,0.139,6.363354297236486e-06,True,0.1,0.9,25.0,10000.0,2.8779,0.0751,0.2293686299999999,0.0604781018683989,2.1361657845841826,0.026000000000000002,0.35,0.17071067811865476
compass.d.h+.1102,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.1414213562373095,0.2,0.938,0.139,0.0011372032396362,True,0.1,0.9,25.0,10000.0,1.0285,0.0823,0.0997645,0.0138164738366199,6.5,0.155,0.42176318618181596,0.17071067811865476
compass.d.h+.1103,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.2,0.2449489742783178,0.938,0.139,0.00087260673659,True,0.1,0.9,25.0,10000.0,0.965,0.0787,0.094184,0.0129634392341645,6.5,0.155,0.422120803146912,0.2224744871391589
compass.d.h+.1104,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.2449489742783178,0.282842712474619,0.938,0.139,0.0007356415080782,True,0.1,0.9,25.0,10000.0,0.9129,0.0803,0.09202032,0.0122635478516775,6.5,0.155,0.42279250080446057,0.26389584337646843
compass.d.h+.1105,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.282842712474619,0.3162277660168379,0.938,0.139,0.0006481131792235,True,0.1,0.9,25.0,10000.0,0.8451,0.0759,0.08721432,0.0113527487013393,6.5,0.155,0.42330503361169136,0.29953523924572845
compass.d.h+.1106,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.3162277660168379,0.3464101615137754,0.938,0.139,0.0005859391022801,True,0.1,0.9,25.0,10000.0,0.9378,0.0804,0.0962182799999999,0.0125980448847663,6.5,0.155,0.4241029284112461,0.3313189637653067
compass.d.h+.1107,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.3464101615137754,0.3741657386773941,0.938,0.139,0.0005388266139501,True,0.1,0.9,25.0,10000.0,0.8919,0.0797,0.09240084,0.0119814419201568,6.5,0.155,0.42463822145343694,0.3602879500955848
compass.d.h+.1108,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.3741657386773941,0.412310562561766,0.938,0.139,0.0004936772688284,True,0.1,0.9,25.0,10000.0,0.7455,0.0608,0.0752955,0.0100147605689841,6.5,0.155,0.42544150364326255,0.39323815061958006
compass.d.h+.1109,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.412310562561766,0.4472135954999579,0.938,0.139,0.0004517214190577,True,0.1,0.9,25.0,10000.0,0.7392,0.0612,0.07606368,0.0099301287895279,6.5,0.155,0.42643948457882924,0.42976207903086194
compass.d.h+.1110,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.4472135954999579,0.4795831523312719,0.938,0.139,0.0004189327091432,True,0.1,0.9,25.0,10000.0,0.7649,0.0617,0.07756086,0.010275372715246,6.5,0.155,0.4279245727260902,0.4633983739156149
compass.d.h+.1111,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.4795831523312719,0.5196152422706632,0.938,0.139,0.0003885769577809,True,0.1,0.9,25.0,10000.0,0.6236,0.0499,0.06373192,0.0083772028045855,6.5,0.155,0.42920740604983476,0.4995991973009676
compass.d.h+.1112,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.5196152422706632,0.5477225575051661,0.938,0.139,0.0003637700009084,True,0.1,0.9,25.0,10000.0,0.6305,0.0541,0.0664546999999999,0.0084698947535137,6.5,0.155,0.43061191510702407,0.5336688998879147
compass.d.h+.1113,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.5477225575051661,0.5916079783099616,0.938,0.139,0.0003407838727997,True,0.1,0.9,25.0,10000.0,0.5387,0.0409,0.05532449,0.0072366888242947,6.5,0.155,0.4325153278408484,0.5696652679075638
compass.d.h+.1114,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.5916079783099616,0.6324555320336759,0.938,0.139,0.0003171938948536,True,0.1,0.9,25.0,10000.0,0.4696,0.0362,0.04902624,0.0063084259734338,6.5,0.155,0.43519298004950513,0.6120317551718187
compass.d.h+.1115,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.6324555320336759,0.6782329983125268,0.938,0.139,0.000296230159496,True,0.1,0.9,25.0,10000.0,0.4001,0.033,0.0432108,0.0053747896762582,6.5,0.155,0.43929573821393497,0.6553442651731014
compass.d.h+.1116,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.6782329983125268,0.7211102550927979,0.938,0.139,0.0002774626393125,True,0.1,0.9,25.0,10000.0,0.3495,0.0295,0.03896925,0.0046950487174513,6.5,0.155,0.4440221084895036,0.6996716267026624
compass.d.h+.1117,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.7211102550927979,0.7745966692414834,0.938,0.139,0.0002595865982013,True,0.1,0.9,25.0,10000.0,0.2911,0.0233,0.03286519,0.003910525555508,6.5,0.155,0.4514150710357041,0.7478534621671407
compass.d.h+.1118,1,12,12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.7745966692414834,0.8246211251235321,0.938,0.139,0.0002427846124287,True,0.1,0.9,25.0,10000.0,0.2814,0.0235,0.03219216,0.0037802194823771,6.5,0.155,0.46345620586444347,0.7996088971825077
compass.d.h+.1132,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.1414213562373095,0.2,0.938,0.139,0.0021111119787053,True,0.1,0.9,25.0,10000.0,1.3708,0.083,0.11747756,0.0184551297713784,6.5,0.305,0.3998141743303101,0.17071067811865476
compass.d.h+.1133,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.2,0.2449489742783178,0.938,0.139,0.0016199131959062,True,0.1,0.9,25.0,10000.0,1.414,0.0911,0.1249976,0.0190367329272899,6.5,0.305,0.4002098979841645,0.2224744871391589
compass.d.h+.1134,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.2449489742783178,0.282842712474619,0.938,0.139,0.001365649996067,True,0.1,0.9,25.0,10000.0,1.3429,0.0852,0.11965239,0.0180795110665188,6.5,0.305,0.4003103505033557,0.26389584337646843
compass.d.h+.1135,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.282842712474619,0.3162277660168379,0.938,0.139,0.0012031617995155,True,0.1,0.9,25.0,10000.0,1.1178,0.0783,0.1037318399999999,0.0150489816592112,6.5,0.305,0.40086994433612383,0.29953523924572845
compass.d.h+.1136,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.3162277660168379,0.3464101615137754,0.938,0.139,0.0010877414120022,True,0.1,0.9,25.0,10000.0,1.1976,0.0846,0.1135324799999999,0.0161233319333256,6.5,0.305,0.4010506405009859,0.3313189637653067
compass.d.h+.1137,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.3464101615137754,0.3741657386773941,0.938,0.139,0.0010002814620183,True,0.1,0.9,25.0,10000.0,1.0788,0.0757,0.102486,0.0145239232545688,6.5,0.305,0.4013408378648414,0.3602879500955848
compass.d.h+.1138,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.3741657386773941,0.412310562561766,0.938,0.139,0.0009164659046976,True,0.1,0.9,25.0,10000.0,1.1194,0.0656,0.1038803199999999,0.0150705225168376,6.5,0.305,0.4018362033808669,0.39323815061958006
compass.d.h+.1139,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.412310562561766,0.4472135954999579,0.938,0.139,0.000838578774288,True,0.1,0.9,25.0,10000.0,0.8622,0.0587,0.08475426,0.0116078296534012,6.5,0.305,0.4024318939576352,0.42976207903086194
compass.d.h+.1140,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.4472135954999579,0.4795831523312719,0.938,0.139,0.0007777095858666,True,0.1,0.9,25.0,10000.0,0.8788,0.054,0.08629816,0.0118313160512746,6.5,0.305,0.4034123682234485,0.4633983739156149
compass.d.h+.1141,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.4795831523312719,0.5196152422706632,0.938,0.139,0.0007213569585703,True,0.1,0.9,25.0,10000.0,0.7827,0.0471,0.07873962,0.0105375182900918,6.5,0.305,0.404240561328298,0.4995991973009676
compass.d.h+.1142,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.5196152422706632,0.5477225575051661,0.938,0.139,0.0006753051518364,True,0.1,0.9,25.0,10000.0,0.6398,0.0495,0.07088984,0.0086136504433381,6.5,0.305,0.4051771718650108,0.5336688998879147
compass.d.h+.1143,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.5477225575051661,0.5916079783099616,0.938,0.139,0.0006326335442442,True,0.1,0.9,25.0,10000.0,0.5862,0.0369,0.06313374,0.0078920317128552,6.5,0.305,0.4065856946597033,0.5696652679075638
compass.d.h+.1144,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.5916079783099616,0.6324555320336759,0.938,0.139,0.0005888409456271,True,0.1,0.9,25.0,10000.0,0.5407,0.0357,0.06007177,0.0072794635741058,6.5,0.305,0.4092756750046886,0.6120317551718187
compass.d.h+.1145,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.6324555320336759,0.6782329983125268,0.938,0.139,0.00054992372196,True,0.1,0.9,25.0,10000.0,0.4492,0.0293,0.0521521199999999,0.0060475957785987,6.5,0.305,0.412220486206856,0.6553442651731014
compass.d.h+.1146,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.6782329983125268,0.7211102550927979,0.938,0.139,0.0005150835673694,True,0.1,0.9,25.0,10000.0,0.3887,0.0275,0.0471881799999999,0.0052330820996022,6.5,0.305,0.4168504954465048,0.6996716267026624
compass.d.h+.1147,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.7211102550927979,0.7745966692414834,0.938,0.139,0.0004818983607094,True,0.1,0.9,25.0,10000.0,0.3193,0.0216,0.04064689,0.0042987474000591,6.5,0.305,0.42561611939623245,0.7478534621671407
compass.d.h+.1148,1,12,12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.7745966692414834,0.8246211251235321,0.938,0.139,0.0004507070378269,True,0.1,0.9,25.0,10000.0,0.2293,0.0183,0.0311848,0.0030870741585767,6.5,0.305,0.44461825510450687,0.7996088971825077
compass.d.h+.1162,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.1414213562373095,0.2,0.938,0.139,5.568452411788819e-05,True,0.1,0.9,25.0,10000.0,0.9367,0.0639,0.08701943,0.0164307511095358,3.3821626672838256,0.0435,0.5,0.17071067811865476
compass.d.h+.1163,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.2,0.2449489742783178,0.938,0.139,4.272823816842093e-05,True,0.1,0.9,25.0,10000.0,0.8585,0.0613,0.08044145,0.0150590368608268,3.382616750139891,0.0435,0.5,0.2224744871391589
compass.d.h+.1164,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.2449489742783178,0.282842712474619,0.938,0.139,3.602157105338828e-05,True,0.1,0.9,25.0,10000.0,0.8478,0.0606,0.07994754,0.0148713470595329,3.3831726911874247,0.0435,0.5,0.26389584337646843
compass.d.h+.1165,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.282842712474619,0.3162277660168379,0.938,0.139,3.173564117803492e-05,True,0.1,0.9,25.0,10000.0,0.9096,0.0649,0.08577528,0.0159553872202773,3.3842147618283502,0.0435,0.5,0.29953523924572845
compass.d.h+.1166,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.3162277660168379,0.3464101615137754,0.938,0.139,2.8691212736053708e-05,True,0.1,0.9,25.0,10000.0,0.6827,0.0512,0.06547093,0.0119753109666703,3.384733088926898,0.0435,0.5,0.3313189637653067
compass.d.h+.1167,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.3464101615137754,0.3741657386773941,0.938,0.139,2.63842930921152e-05,True,0.1,0.9,25.0,10000.0,0.6794,0.0541,0.0659018,0.0119174253270189,3.385346069969025,0.0435,0.5,0.3602879500955848
compass.d.h+.1168,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.3741657386773941,0.412310562561766,0.938,0.139,2.41735011160587e-05,True,0.1,0.9,25.0,10000.0,0.6252,0.043,0.05801856,0.0109666975485019,3.3868390424206605,0.0435,0.5,0.39323815061958006
compass.d.h+.1192,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.4,0.6,0.1414213562373095,0.2,0.938,0.139,5.7874134628531205e-05,True,0.1,0.9,25.0,10000.0,1.0395,0.0366,0.0923076,0.0165823425089917,3.3228756555322954,0.0775,0.47262349971235335,0.17750721782859943
compass.d.h+.1193,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.4,0.6,0.2,0.2449489742783178,0.938,0.139,4.4408385406399705e-05,True,0.1,0.9,25.0,10000.0,1.045,0.0367,0.0931095,0.016670079770944,3.3228756555322954,0.0775,0.4679771962575367,0.2224744871391589
compass.d.h+.1194,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.4,0.6,0.2449489742783178,0.282842712474619,0.938,0.139,3.743800069587552e-05,True,0.1,0.9,25.0,10000.0,1.0323,0.0384,0.09311346,0.0164674864569814,3.3228756555322954,0.0719453992602766,0.47213608175768107,0.26389584337646843
compass.d.h+.1195,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.4,0.6,0.282842712474619,0.3162277660168379,0.938,0.139,3.2983540744138925e-05,True,0.1,0.9,25.0,10000.0,0.94,0.0357,0.084976,0.0149950956791267,3.3228756555322954,0.07210596738305008,0.4720605868286716,0.29953523924572845
compass.d.h+.1196,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.4,0.6,0.3162277660168379,0.3464101615137754,0.938,0.139,2.9819400180682984e-05,True,0.1,0.9,25.0,10000.0,0.8908,0.035,0.08124096,0.0142102459903894,3.3228756555322954,0.07221271508634991,0.4720375070365519,0.3313189637653067
compass.d.h+.1197,1,12,12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.4,0.6,0.3464101615137754,0.3741657386773941,0.938,0.139,2.742176851972368e-05,True,0.1,0.9,25.0,10000.0,0.8643,0.035,0.07882416,0.0137875119100736,3.3228756555322954,0.07230095051325129,0.4721379023841237,0.3602879500955848
