# name: hermes3D.p.k+
# comment: 
# reference: 
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0
hermes3D.p.k+.231,1,1,2,2001,52.657444,1.0,4.47213595499958,3.117950499353746,0.2,0.35,0.275,0.2,0.25,0.225,0.0,0.15,0.07551857645179182,0.938,0.494,7.234976026920964e-05,True,0.1,0.85,10.0,10000.0,0.2378909,0.02526403,0.08613945,0.003450801010703
hermes3D.p.k+.238,1,1,2,2001,52.657444,1.0,4.47213595499958,3.1060108232810486,0.2,0.35,0.275,0.25,0.3,0.275,0.0,0.15,0.075645975770947,0.938,0.494,7.234976026920964e-05,True,0.1,0.85,10.0,10000.0,0.2615696,0.02229158,0.06115317,0.0037942798150294
hermes3D.p.k+.245,1,1,2,2001,52.657444,1.0,4.47213595499958,3.086285181761854,0.2,0.35,0.275,0.3,0.375,0.3375,0.0,0.15,0.0760094015181615,0.938,0.494,7.234976026920963e-05,True,0.1,0.85,10.0,10000.0,0.1790169,0.0129503,0.02523345,0.0025967857511696
hermes3D.p.k+.252,1,1,2,2001,52.657444,1.0,4.47213595499958,3.062615324170477,0.2,0.35,0.275,0.375,0.475,0.425,0.0,0.15,0.076718566133951,0.938,0.494,7.234976026920964e-05,True,0.1,0.85,10.0,10000.0,0.09408029,0.008130931,0.01479879,0.0013647111336298
hermes3D.p.k+.253,1,1,2,2001,52.657444,1.0,4.47213595499958,3.04590421696984,0.2,0.35,0.275,0.375,0.475,0.41962581287028855,0.15,0.25,0.2,0.938,0.494,7.234976026920964e-05,True,0.1,0.85,10.0,10000.0,0.2284222,0.0164436,0.02993774,0.0033134498151337
hermes3D.p.k+.259,1,1,2,2001,52.657444,1.0,4.47213595499958,3.0295802291627796,0.2,0.35,0.275,0.475,0.6,0.5375,0.0,0.15,0.07751957435008196,0.938,0.494,7.234976026920963e-05,True,0.1,0.85,10.0,10000.0,0.05798218,0.006363547,0.02571293,0.0008410786850054
hermes3D.p.k+.260,1,1,2,2001,52.657444,1.0,4.47213595499958,3.0215902983029235,0.2,0.35,0.275,0.475,0.6,0.5312500000000001,0.15,0.25,0.20044321023221787,0.938,0.494,7.234976026920963e-05,True,0.1,0.85,10.0,10000.0,0.1458852,0.01279928,0.02378476,0.0021161834925447
hermes3D.p.k+.266,1,1,2,2001,52.657444,1.0,4.47213595499958,2.981335934959041,0.2,0.35,0.275,0.6,0.8,0.7,0.0,0.15,0.07824815006772767,0.938,0.494,7.234976026920963e-05,True,0.1,0.85,10.0,10000.0,0.02872578,0.004350788,0.01222061,0.0004166908051431
hermes3D.p.k+.267,1,1,2,2001,52.657444,1.0,4.47213595499958,2.9782443941228656,0.2,0.35,0.275,0.6,0.8,0.693,0.15,0.25,0.2002462167363084,0.938,0.494,7.234976026920963e-05,True,0.1,0.85,10.0,10000.0,0.05854041,0.008004654,0.02492944,0.0008491762652332
hermes3D.p.k+.268,1,1,2,2001,52.657444,1.0,4.47213595499958,2.9817173056449295,0.2,0.35,0.275,0.6,0.8,0.6930088182758327,0.25,0.35,0.3,0.938,0.494,7.234976026920963e-05,True,0.1,0.85,10.0,10000.0,0.08861996,0.009630459,0.03778826,0.0012855046054155
hermes3D.p.k+.286,1,1,2,2001,52.657444,1.0,4.47213595499958,4.106667791741079,0.35,0.6,0.475,0.2,0.25,0.225,0.0,0.15,0.075,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.07281131,0.06804693,0.02989136,0.0010839225699607
hermes3D.p.k+.292,1,1,2,2001,52.657444,1.0,4.47213595499958,4.095736752293764,0.35,0.6,0.475,0.25,0.3,0.275,0.0,0.15,0.075,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.3640073,0.07936417,0.08494638,0.0054188796781773
hermes3D.p.k+.299,1,1,2,2001,52.657444,1.0,4.47213595499958,4.076698657646732,0.35,0.6,0.475,0.3,0.375,0.3375,0.0,0.15,0.075,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.1390101,0.04250105,0.01964963,0.0020694063167178
hermes3D.p.k+.300,1,1,2,2001,52.657444,1.0,4.47213595499958,4.052821839315937,0.35,0.6,0.475,0.3,0.375,0.3375,0.15,0.25,0.2,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.4263149,0.08424281,0.06111639,0.0063464363162887
hermes3D.p.k+.306,1,1,2,2001,52.657444,1.0,4.47213595499958,4.0546111566757235,0.35,0.6,0.475,0.375,0.475,0.425,0.0,0.15,0.075,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.1249164,0.0309083,0.01957045,0.001859597160362
hermes3D.p.k+.307,1,1,2,2001,52.657444,1.0,4.47213595499958,4.041348298265287,0.35,0.6,0.475,0.375,0.475,0.425,0.15,0.25,0.2,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.2489473,0.06043705,0.03239759,0.0037060121181831
hermes3D.p.k+.308,1,1,2,2001,52.657444,1.0,4.47213595499958,4.032500566927235,0.35,0.6,0.475,0.375,0.475,0.425,0.25,0.35,0.3,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.3686891,0.07624257,0.1234724,0.0054885763872194
hermes3D.p.k+.313,1,1,2,2001,52.657444,1.0,4.47213595499958,4.017304595032696,0.35,0.6,0.475,0.475,0.6,0.5375,0.0,0.15,0.075,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.1390161,0.02990365,0.06168182,0.002069495637119
hermes3D.p.k+.314,1,1,2,2001,52.657444,1.0,4.47213595499958,4.011731414898905,0.35,0.6,0.475,0.475,0.6,0.5375,0.15,0.25,0.2,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.2047713,0.05061068,0.03336768,0.0030483757777493
hermes3D.p.k+.315,1,1,2,2001,52.657444,1.0,4.47213595499958,4.013315717584423,0.35,0.6,0.475,0.475,0.6,0.5375,0.25,0.35,0.3,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.1624475,0.05643144,0.0088518,0.0024183126451604
hermes3D.p.k+.320,1,1,2,2001,52.657444,1.0,4.47213595499958,3.977288552573286,0.35,0.6,0.475,0.6,0.8,0.7,0.0,0.15,0.07558487373449638,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.03819984,0.01420905,0.01623721,0.0005686708389793
hermes3D.p.k+.321,1,1,2,2001,52.657444,1.0,4.47213595499958,3.9762031331319094,0.35,0.6,0.4738052596145617,0.6,0.8,0.7,0.15,0.25,0.2,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.0513209,0.04075979,0.02182112,0.0007640005628342
hermes3D.p.k+.322,1,1,2,2001,52.657444,1.0,4.47213595499958,3.9818764088271523,0.35,0.6,0.47394103670358895,0.6,0.8,0.7,0.25,0.35,0.3,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.1014782,0.03268584,0.04317147,0.0015106789225326
hermes3D.p.k+.323,1,1,2,2001,52.657444,1.0,4.47213595499958,3.9751453503683836,0.35,0.6,0.475,0.6,0.8,0.7,0.35,0.45,0.4,0.938,0.494,0.0006413039710778,True,0.1,0.85,10.0,10000.0,0.07809136,0.03581048,0.03322956,0.0011625252673373
