# name: compass.d.h-
# comment: 
# reference: 
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,x_min,x_max,z_min,z_max,pT_min,pT_max,M_target,M_product,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0,Q_avg,x_avg,z_avg,pT_avg
compass.d.h-.468,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.282842712474619,0.3162277660168379,0.938,0.139,0.0006481131792235,True,0.1,0.9,25.0,10000.0,1.744,0.1534,0.18748,0.0234282259320031,6.5,0.155,0.301807145554435,0.29953523924572845
compass.d.h-.469,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.3162277660168379,0.3464101615137754,0.938,0.139,0.0005859391022801,True,0.1,0.9,25.0,10000.0,1.8767,0.1728,0.20606166,0.025210866746898,6.5,0.155,0.30197641962959515,0.3313189637653067
compass.d.h-.470,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.3464101615137754,0.3741657386773941,0.938,0.139,0.0005388266139501,True,0.1,0.9,25.0,10000.0,1.6301,0.1486,0.18077809,0.0218981370938981,6.5,0.155,0.3019252625565879,0.3602879500955848
compass.d.h-.471,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.3741657386773941,0.412310562561766,0.938,0.139,0.0004936772688284,True,0.1,0.9,25.0,10000.0,1.3787,0.1152,0.14958895,0.0185209260851219,6.5,0.155,0.3019765229961514,0.39323815061958006
compass.d.h-.472,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.412310562561766,0.4472135954999579,0.938,0.139,0.0004517214190577,True,0.1,0.9,25.0,10000.0,1.4646,0.1234,0.15920202,0.0196748736811994,6.5,0.155,0.30204877445675904,0.42976207903086194
compass.d.h-.473,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.4472135954999579,0.4795831523312719,0.938,0.139,0.0004189327091432,True,0.1,0.9,25.0,10000.0,1.3205,0.1121,0.1449909,0.017739089646336,6.5,0.155,0.3024233323401184,0.4633983739156149
compass.d.h-.474,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.4795831523312719,0.5196152422706632,0.938,0.139,0.0003885769577809,True,0.1,0.9,25.0,10000.0,0.9732,0.086,0.11104212,0.0130735948836155,6.5,0.155,0.3024959529836387,0.4995991973009676
compass.d.h-.475,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.3,0.4,0.5196152422706632,0.5477225575051661,0.938,0.139,0.0003637700009084,True,0.1,0.9,25.0,10000.0,0.9559,0.1013,0.1166198,0.0128411933305056,6.5,0.155,0.3025322003187259,0.5336688998879147
compass.d.h-.495,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.1414213562373095,0.2,0.938,0.139,0.0021111119787053,True,0.1,0.9,25.0,10000.0,2.1451,0.1422,0.1988507699999999,0.0288795585589318,6.5,0.305,0.28295674755866596,0.17071067811865476
compass.d.h-.496,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.2,0.2449489742783178,0.938,0.139,0.0016199131959062,True,0.1,0.9,25.0,10000.0,1.9933,0.1409,0.19036015,0.0268358696916315,6.5,0.305,0.28305227732708904,0.2224744871391589
compass.d.h-.497,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.2449489742783178,0.282842712474619,0.938,0.139,0.001365649996067,True,0.1,0.9,25.0,10000.0,2.117,0.1501,0.2021735,0.028501247246869,6.5,0.305,0.28296940837767,0.26389584337646843
compass.d.h-.498,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.282842712474619,0.3162277660168379,0.938,0.139,0.0012031617995155,True,0.1,0.9,25.0,10000.0,1.9438,0.1445,0.1895205,0.0261694494088162,6.5,0.305,0.2830337614243238,0.29953523924572845
compass.d.h-.499,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.3162277660168379,0.3464101615137754,0.938,0.139,0.0010877414120022,True,0.1,0.9,25.0,10000.0,1.8426,0.1369,0.1814961,0.0248069901639494,6.5,0.305,0.28336675711199194,0.3313189637653067
compass.d.h-.500,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.3464101615137754,0.3741657386773941,0.938,0.139,0.0010002814620183,True,0.1,0.9,25.0,10000.0,1.6172,0.1253,0.16172,0.0217724218458368,6.5,0.305,0.2833624982291163,0.3602879500955848
compass.d.h-.501,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.3741657386773941,0.412310562561766,0.938,0.139,0.0009164659046976,True,0.1,0.9,25.0,10000.0,1.5942,0.1028,0.15399972,0.021462772017458,6.5,0.305,0.28349057075469947,0.39323815061958006
compass.d.h-.502,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.412310562561766,0.4472135954999579,0.938,0.139,0.000838578774288,True,0.1,0.9,25.0,10000.0,1.2277,0.0969,0.1276807999999999,0.0165285693174214,6.5,0.305,0.2839627038526926,0.42976207903086194
compass.d.h-.503,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.4472135954999579,0.4795831523312719,0.938,0.139,0.0007777095858666,True,0.1,0.9,25.0,10000.0,1.1846,0.0822,0.1208292,0.0159483124651115,6.5,0.305,0.28412443484899674,0.4633983739156149
compass.d.h-.504,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.4795831523312719,0.5196152422706632,0.938,0.139,0.0007213569585703,True,0.1,0.9,25.0,10000.0,1.0524,0.0737,0.10976532,0.014168499103734,6.5,0.305,0.2844026055604026,0.4995991973009676
compass.d.h-.505,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.3,0.4,0.5196152422706632,0.5477225575051661,0.938,0.139,0.0006753051518364,True,0.1,0.9,25.0,10000.0,1.0702,0.0893,0.11761498,0.0144081411448272,6.5,0.305,0.28468010610803685,0.5336688998879147
compass.d.h-.525,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.3,0.4,0.1414213562373095,0.2,0.938,0.139,5.568452411788819e-05,True,0.1,0.9,25.0,10000.0,2.1466,0.1319,0.1755918799999999,0.0376537315380907,3.4739453119491435,0.0435,0.35,0.17071067811865476
compass.d.h-.526,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.3,0.4,0.2,0.2449489742783178,0.938,0.139,4.272823816842092e-05,True,0.1,0.9,25.0,10000.0,1.9136,0.1278,0.1616992,0.0335666545566432,3.465382886112505,0.0435,0.35,0.2224744871391589
compass.d.h-.527,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.3,0.4,0.2449489742783178,0.282842712474619,0.938,0.139,3.602157105338827e-05,True,0.1,0.9,25.0,10000.0,2.0923,0.1286,0.1732424399999999,0.0367012496492813,3.45760649490304,0.0435,0.35,0.26389584337646843
compass.d.h-.555,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.3,0.4,0.2,0.2449489742783178,0.938,0.139,4.44083854063997e-05,True,0.1,0.9,25.0,10000.0,2.1382,0.0727,0.18238846,0.0341090570011795,3.182482465581944,0.0775,0.35,0.2224744871391589
compass.d.h-.556,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.3,0.4,0.2449489742783178,0.282842712474619,0.938,0.139,3.743800069587553e-05,True,0.1,0.9,25.0,10000.0,2.0289,0.0735,0.17712297,0.0323654783227449,3.180668182996172,0.0775,0.35,0.26389584337646843
compass.d.h-.584,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.1,0.21,0.3,0.4,0.2,0.2449489742783178,0.938,0.139,8.066204086081902e-05,True,0.1,0.9,25.0,10000.0,2.3447,0.056,0.19109305,0.0340829561602517,3.1774422176219796,0.155,0.35,0.2224744871391589
compass.d.h-.585,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.1,0.21,0.3,0.4,0.2449489742783178,0.282842712474619,0.938,0.139,6.800124603140592e-05,True,0.1,0.9,25.0,10000.0,2.213,0.0552,0.1843429,0.0321685426632989,3.1745372249615427,0.155,0.35,0.26389584337646843
compass.d.h-.613,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.21,0.4,0.3,0.4,0.2,0.2449489742783178,0.938,0.139,0.0003659102859584,True,0.1,0.9,25.0,10000.0,2.4525,0.0916,0.190314,0.034233940777827,3.8470664370361773,0.305,0.35,0.2224744871391589
compass.d.h-.614,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.21,0.4,0.3,0.4,0.2449489742783178,0.282842712474619,0.938,0.139,0.0003084766405032,True,0.1,0.9,25.0,10000.0,2.0233,0.08,0.1598407,0.02824282665679,3.8436109074186002,0.305,0.35,0.26389584337646843
compass.d.h-.642,1,12,-12,2001,301.039844,1.7320508075688772,2.6457513110645907,0.013,0.02,0.3,0.4,0.1414213562373095,0.2,0.938,0.139,8.22942169094899e-06,True,0.1,0.9,25.0,10000.0,2.2657,0.1064,0.17423233,0.0557413149269376,2.6495284655303384,0.016745000000000003,0.35,0.17071067811865476
compass.d.h-.672,1,12,-12,2001,301.039844,1.7320508075688772,2.6457513110645907,0.02,0.032,0.3,0.4,0.1414213562373095,0.2,0.938,0.139,6.363354297236486e-06,True,0.1,0.9,25.0,10000.0,2.4387,0.0677,0.19119408,0.0512484613872839,2.130934283326548,0.026000000000000002,0.35,0.17071067811865476
compass.d.h-.1102,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.1414213562373095,0.2,0.938,0.139,0.0011372032396362,True,0.1,0.9,25.0,10000.0,0.5973,0.0646,0.071676,0.0080238987093953,6.5,0.155,0.4228912921152241,0.17071067811865476
compass.d.h-.1103,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.2,0.2449489742783178,0.938,0.139,0.00087260673659,True,0.1,0.9,25.0,10000.0,0.6684,0.0718,0.08034168,0.0089790287918296,6.5,0.155,0.4233437938556024,0.2224744871391589
compass.d.h-.1104,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.2449489742783178,0.282842712474619,0.938,0.139,0.0007356415080782,True,0.1,0.9,25.0,10000.0,0.5266,0.059,0.0644558399999999,0.0070741420732757,6.5,0.155,0.4241011212335883,0.26389584337646843
compass.d.h-.1105,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.282842712474619,0.3162277660168379,0.938,0.139,0.0006481131792235,True,0.1,0.9,25.0,10000.0,0.4986,0.0573,0.06167682,0.0066980008312481,6.5,0.155,0.4247002082144235,0.29953523924572845
compass.d.h-.1106,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.3162277660168379,0.3464101615137754,0.938,0.139,0.0005859391022801,True,0.1,0.9,25.0,10000.0,0.5729,0.0636,0.0693781899999999,0.0076961184841998,6.5,0.155,0.4255728589111086,0.3313189637653067
compass.d.h-.1107,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.3464101615137754,0.3741657386773941,0.938,0.139,0.0005388266139501,True,0.1,0.9,25.0,10000.0,0.4606,0.0542,0.05729864,0.0061875234313535,6.5,0.155,0.42619091129867603,0.3602879500955848
compass.d.h-.1108,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.3741657386773941,0.412310562561766,0.938,0.139,0.0004936772688284,True,0.1,0.9,25.0,10000.0,0.469,0.0456,0.0543101999999999,0.0063003658039618,6.5,0.155,0.42708056595983174,0.39323815061958006
compass.d.h-.1109,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.412310562561766,0.4472135954999579,0.938,0.139,0.0004517214190577,True,0.1,0.9,25.0,10000.0,0.3882,0.0464,0.05003898,0.0052149296483965,6.5,0.155,0.4281824810165583,0.42976207903086194
compass.d.h-.1110,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.4472135954999579,0.4795831523312719,0.938,0.139,0.0004189327091432,True,0.1,0.9,25.0,10000.0,0.3521,0.0356,0.04165343,0.0047299761184967,6.5,0.155,0.42936689381287857,0.4633983739156149
compass.d.h-.1111,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.4795831523312719,0.5196152422706632,0.938,0.139,0.0003885769577809,True,0.1,0.9,25.0,10000.0,0.3889,0.0387,0.04694023,0.0052243331794472,6.5,0.155,0.4310800723463232,0.4995991973009676
compass.d.h-.1112,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.5196152422706632,0.5477225575051661,0.938,0.139,0.0003637700009084,True,0.1,0.9,25.0,10000.0,0.385,0.0427,0.0475475,0.0051719420778791,6.5,0.155,0.4325260564499357,0.5336688998879147
compass.d.h-.1113,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.5477225575051661,0.5916079783099616,0.938,0.139,0.0003407838727997,True,0.1,0.9,25.0,10000.0,0.3039,0.0306,0.03674151,0.0040824758375778,6.5,0.155,0.434396799258358,0.5696652679075638
compass.d.h-.1114,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.5916079783099616,0.6324555320336759,0.938,0.139,0.0003171938948536,True,0.1,0.9,25.0,10000.0,0.2178,0.0238,0.02731212,0.002925841518343,6.5,0.155,0.43691149767001847,0.6120317551718187
compass.d.h-.1115,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.6324555320336759,0.6782329983125268,0.938,0.139,0.000296230159496,True,0.1,0.9,25.0,10000.0,0.2331,0.0251,0.02941722,0.0031313758398795,6.5,0.155,0.4402114135455998,0.6553442651731014
compass.d.h-.1116,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.6782329983125268,0.7211102550927979,0.938,0.139,0.0002774626393125,True,0.1,0.9,25.0,10000.0,0.1957,0.0218,0.02479519,0.002628958609457,6.5,0.155,0.44428713657129254,0.6996716267026624
compass.d.h-.1117,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.7211102550927979,0.7745966692414834,0.938,0.139,0.0002595865982013,True,0.1,0.9,25.0,10000.0,0.1638,0.0174,0.0205569,0.0022004262658613,6.5,0.155,0.44959988294099146,0.7478534621671407
compass.d.h-.1118,1,12,-12,2001,301.039844,4.0,9.0,0.1,0.21,0.4,0.6,0.7745966692414834,0.8246211251235321,0.938,0.139,0.0002427846124287,True,0.1,0.9,25.0,10000.0,0.1403,0.0159,0.01863184,0.0018847362948738,6.5,0.155,0.4570302733185093,0.7996088971825077
compass.d.h-.1132,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.1414213562373095,0.2,0.938,0.139,0.0021111119787053,True,0.1,0.9,25.0,10000.0,0.6152,0.054,0.06539576,0.0082824597573329,6.5,0.305,0.40097786196854796,0.17071067811865476
compass.d.h-.1133,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.2,0.2449489742783178,0.938,0.139,0.0016199131959062,True,0.1,0.9,25.0,10000.0,0.5957,0.0533,0.06475259,0.0080199305550117,6.5,0.305,0.4015661391959887,0.2224744871391589
compass.d.h-.1134,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.2449489742783178,0.282842712474619,0.938,0.139,0.001365649996067,True,0.1,0.9,25.0,10000.0,0.6703,0.0564,0.07212428,0.0090242730418404,6.5,0.305,0.4018921968153154,0.26389584337646843
compass.d.h-.1135,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.282842712474619,0.3162277660168379,0.938,0.139,0.0012031617995155,True,0.1,0.9,25.0,10000.0,0.5244,0.0499,0.0578413199999999,0.0070600160870373,6.5,0.305,0.40243536818128345,0.29953523924572845
compass.d.h-.1136,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.3162277660168379,0.3464101615137754,0.938,0.139,0.0010877414120022,True,0.1,0.9,25.0,10000.0,0.5103,0.0515,0.05771493,0.0068701872792051,6.5,0.305,0.40306738708469736,0.3313189637653067
compass.d.h-.1137,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.3464101615137754,0.3741657386773941,0.938,0.139,0.0010002814620183,True,0.1,0.9,25.0,10000.0,0.4983,0.0492,0.05570994,0.0067086308470074,6.5,0.305,0.40359447449250363,0.3602879500955848
compass.d.h-.1138,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.3741657386773941,0.412310562561766,0.938,0.139,0.0009164659046976,True,0.1,0.9,25.0,10000.0,0.4079,0.0357,0.04409399,0.0054915723911185,6.5,0.305,0.4043885868249937,0.39323815061958006
compass.d.h-.1139,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.412310562561766,0.4472135954999579,0.938,0.139,0.000838578774288,True,0.1,0.9,25.0,10000.0,0.4484,0.0425,0.04963788,0.0060368253497855,6.5,0.305,0.4053714888629643,0.42976207903086194
compass.d.h-.1140,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.4472135954999579,0.4795831523312719,0.938,0.139,0.0007777095858666,True,0.1,0.9,25.0,10000.0,0.4671,0.0402,0.05025996,0.0062885841232935,6.5,0.305,0.40673521376027266,0.4633983739156149
compass.d.h-.1141,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.4795831523312719,0.5196152422706632,0.938,0.139,0.0007213569585703,True,0.1,0.9,25.0,10000.0,0.3763,0.0301,0.03981254,0.005066140452998,6.5,0.305,0.4080681149469732,0.4995991973009676
compass.d.h-.1142,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.5196152422706632,0.5477225575051661,0.938,0.139,0.0006753051518364,True,0.1,0.9,25.0,10000.0,0.3436,0.0138,0.03295124,0.0046258991752594,6.5,0.305,0.4095518280505978,0.5336688998879147
compass.d.h-.1143,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.5477225575051661,0.5916079783099616,0.938,0.139,0.0006326335442442,True,0.1,0.9,25.0,10000.0,0.2412,0.022,0.02703852,0.0032472842871727,6.5,0.305,0.4115816270352126,0.5696652679075638
compass.d.h-.1144,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.5916079783099616,0.6324555320336759,0.938,0.139,0.0005888409456271,True,0.1,0.9,25.0,10000.0,0.2411,0.0234,0.02779883,0.0032459379835711,6.5,0.305,0.4144963563454345,0.6120317551718187
compass.d.h-.1145,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.6324555320336759,0.6782329983125268,0.938,0.139,0.00054992372196,True,0.1,0.9,25.0,10000.0,0.2321,0.0198,0.02560063,0.0031247706594229,6.5,0.305,0.41883994476000114,0.6553442651731014
compass.d.h-.1146,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.6782329983125268,0.7211102550927979,0.938,0.139,0.0005150835673694,True,0.1,0.9,25.0,10000.0,0.1894,0.0185,0.02198934,0.0025498990215196,6.5,0.305,0.42421390540965576,0.6996716267026624
compass.d.h-.1147,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.7211102550927979,0.7745966692414834,0.938,0.139,0.0004818983607094,True,0.1,0.9,25.0,10000.0,0.1834,0.0162,0.02077922,0.0024691208054207,6.5,0.305,0.43279926890917253,0.7478534621671407
compass.d.h-.1148,1,12,-12,2001,301.039844,4.0,9.0,0.21,0.4,0.4,0.6,0.7745966692414834,0.8246211251235321,0.938,0.139,0.0004507070378269,True,0.1,0.9,25.0,10000.0,0.1237,0.0127,0.01486874,0.0016653775552374,6.5,0.305,0.4471814685310842,0.7996088971825077
compass.d.h-.1162,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.1414213562373095,0.2,0.938,0.139,5.568452411788819e-05,True,0.1,0.9,25.0,10000.0,0.7105,0.054,0.06373185,0.012462953627976,3.3876726635425656,0.0435,0.5,0.17071067811865476
compass.d.h-.1163,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.2,0.2449489742783178,0.938,0.139,4.272823816842093e-05,True,0.1,0.9,25.0,10000.0,0.6181,0.0535,0.0587195,0.0108421557177368,3.3867686477902614,0.0435,0.5,0.2224744871391589
compass.d.h-.1164,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.2449489742783178,0.282842712474619,0.938,0.139,3.602157105338828e-05,True,0.1,0.9,25.0,10000.0,0.6123,0.0501,0.0568214399999999,0.0107404173207737,3.385867820022343,0.0435,0.5,0.26389584337646843
compass.d.h-.1165,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.282842712474619,0.3162277660168379,0.938,0.139,3.173564117803492e-05,True,0.1,0.9,25.0,10000.0,0.5936,0.0504,0.05532352,0.0104123986960824,3.385428388931963,0.0435,0.5,0.29953523924572845
compass.d.h-.1166,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.3162277660168379,0.3464101615137754,0.938,0.139,2.8691212736053708e-05,True,0.1,0.9,25.0,10000.0,0.5331,0.0473,0.05053788,0.0093511619691401,3.3843957655253196,0.0435,0.5,0.3313189637653067
compass.d.h-.1167,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.3464101615137754,0.3741657386773941,0.938,0.139,2.63842930921152e-05,True,0.1,0.9,25.0,10000.0,0.5885,0.051,0.05549555,0.0103229390711666,3.3834159426125874,0.0435,0.5,0.3602879500955848
compass.d.h-.1168,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.032,0.055,0.4,0.6,0.3741657386773941,0.412310562561766,0.938,0.139,2.41735011160587e-05,True,0.1,0.9,25.0,10000.0,0.4612,0.0361,0.0419692,0.0080899566688565,3.3828502775636853,0.0435,0.5,0.39323815061958006
compass.d.h-.1192,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.4,0.6,0.1414213562373095,0.2,0.938,0.139,5.7874134628531205e-05,True,0.1,0.9,25.0,10000.0,0.7486,0.0305,0.0596634199999999,0.0119418389631854,3.3228756555322954,0.0775,0.47252106264571003,0.17764879824587027
compass.d.h-.1193,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.4,0.6,0.2,0.2449489742783178,0.938,0.139,4.4408385406399705e-05,True,0.1,0.9,25.0,10000.0,0.7241,0.0305,0.05785559,0.0115510093417613,3.3228756555322954,0.07192127437561989,0.47383555638241065,0.2224744871391589
compass.d.h-.1194,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.4,0.6,0.2449489742783178,0.282842712474619,0.938,0.139,3.743800069587552e-05,True,0.1,0.9,25.0,10000.0,0.6822,0.0304,0.05532642,0.010882610927979,3.3228756555322954,0.07211623876602775,0.47371715074888315,0.26389584337646843
compass.d.h-.1195,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.4,0.6,0.282842712474619,0.3162277660168379,0.938,0.139,3.2983540744138925e-05,True,0.1,0.9,25.0,10000.0,0.6207,0.0285,0.05052498,0.0099015488170574,3.3228756555322954,0.07223368441088997,0.4735781722419181,0.29953523924572845
compass.d.h-.1196,1,12,-12,2001,301.039844,2.6457513110645907,4.0,0.055,0.1,0.4,0.6,0.3162277660168379,0.3464101615137754,0.938,0.139,2.9819400180682984e-05,True,0.1,0.9,25.0,10000.0,0.5749,0.0272,0.0477167,0.0091709367084361,3.3228756555322954,0.07230035527975402,0.4735059873060026,0.3313189637653067
