# name: CMS13-00y04
# comment: 
# reference: 
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.025
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,corrErr_0,y_avg,qT_avg
CMS13-00y04.0,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,1.0,2.0,24.0,True,25.0,25.0,-2.4,2.4,5.4144,0.0506615366920506,0.0054144,0.2,1.4784397590107352
CMS13-00y04.1,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,2.0,3.0,24.0,True,25.0,25.0,-2.4,2.4,7.1788,0.0602080484653006,0.0071788,0.2,2.465178643634106
CMS13-00y04.2,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,3.0,4.0,24.0,True,25.0,25.0,-2.4,2.4,8.201,0.0670810537707927,0.008201,0.2,3.423821278960711
CMS13-00y04.3,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,4.0,5.0,24.0,True,25.0,25.0,-2.4,2.4,8.3718,0.0673024923386942,0.0083718,0.2,4.598303403472021
CMS13-00y04.4,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,5.0,6.0,24.0,True,25.0,25.0,-2.4,2.4,8.0368,0.0638453287249741,0.0080368,0.2,5.5
CMS13-00y04.5,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,6.0,7.0,24.0,True,25.0,25.0,-2.4,2.4,7.5933,0.0606640424283611,0.0075933,0.2,6.5
CMS13-00y04.6,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,7.0,8.0,24.0,True,25.0,25.0,-2.4,2.4,7.0989,0.0573866024761005,0.0070989,0.2,7.5
CMS13-00y04.7,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,8.0,9.0,24.0,True,25.0,25.0,-2.4,2.4,6.6078,0.0537840578145605,0.0066078,0.2,8.5
CMS13-00y04.8,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,9.0,10.0,24.0,True,25.0,25.0,-2.4,2.4,6.0727,0.0487089344345572,0.0060727,0.2,9.5
CMS13-00y04.9,1,1,1,3,169000000.0,76.1876,106.1876,91.1876,0.0,0.4,10.0,11.0,24.0,True,25.0,25.0,-2.4,2.4,5.53,0.0431586190696597,0.00553,0.2,10.5
