# name: hermes3D.d.pi+
# comment: 
# reference: 
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,thFactor,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,xSec,uncorrErr_0,uncorrErr_1,corrErr_0
hermes3D.d.pi+.231,1,12,1,2001,52.657444,1.0,4.47213595499958,3.097465268842234,0.2,0.35,0.275,0.2,0.25,0.225,0.0,0.15,0.07571538572670836,0.938,0.139,8.509204635887009e-05,True,0.1,0.85,10.0,10000.0,1.591172,0.04930489,0.3467689,0.023952666866035
hermes3D.d.pi+.238,1,12,1,2001,52.657444,1.0,4.47213595499958,3.0921622894711347,0.2,0.35,0.275,0.25,0.3,0.275,0.0,0.15,0.07591482851626291,0.938,0.139,8.509204635887009e-05,True,0.1,0.85,10.0,10000.0,1.236672,0.04216627,0.2150567,0.0186162102139512
hermes3D.d.pi+.245,1,12,1,2001,52.657444,1.0,4.47213595499958,3.0695367244234326,0.2,0.35,0.275,0.3,0.375,0.3375,0.0,0.15,0.07663354989193571,0.938,0.139,8.509204635887006e-05,True,0.1,0.85,10.0,10000.0,0.7925712,0.02560654,0.1031095,0.0119309502185895
hermes3D.d.pi+.252,1,12,1,2001,52.657444,1.0,4.47213595499958,3.025411631974907,0.2,0.35,0.275,0.375,0.475,0.425,0.0,0.15,0.07762822788962041,0.938,0.139,8.509204635887009e-05,True,0.1,0.85,10.0,10000.0,0.427831,0.01625207,0.03474428,0.0064403429786111
hermes3D.d.pi+.253,1,12,1,2001,52.657444,1.0,4.47213595499958,3.012186476714426,0.2,0.35,0.275,0.375,0.475,0.4205,0.15,0.25,0.20030213182379808,0.938,0.139,8.509204635887009e-05,True,0.1,0.85,10.0,10000.0,0.9061638,0.03057443,0.03347619,0.01364091350744
hermes3D.d.pi+.259,1,12,1,2001,52.657444,1.0,4.47213595499958,2.9930142915670954,0.2,0.35,0.275,0.475,0.6,0.5375,0.0,0.15,0.07817263094857548,0.938,0.139,8.509204635887006e-05,True,0.1,0.85,10.0,10000.0,0.1877351,0.01059406,0.00956425,0.0028260655098014
hermes3D.d.pi+.260,1,12,1,2001,52.657444,1.0,4.47213595499958,2.9874736468639265,0.2,0.35,0.275,0.475,0.6,0.531692706059453,0.15,0.25,0.2,0.938,0.139,8.509204635887006e-05,True,0.1,0.85,10.0,10000.0,0.4405604,0.02136394,0.0122515,0.0066319646748227
hermes3D.d.pi+.266,1,12,1,2001,52.657444,1.0,4.47213595499958,2.9428262655399537,0.2,0.35,0.275,0.6,0.8,0.7,0.0,0.15,0.07842434738603636,0.938,0.139,8.509204635887006e-05,True,0.1,0.85,10.0,10000.0,0.08783028,0.006588771,0.00523162,0.0013221508658966
hermes3D.d.pi+.267,1,12,1,2001,52.657444,1.0,4.47213595499958,2.9419143308413522,0.2,0.35,0.275,0.6,0.8,0.6932766412237262,0.15,0.25,0.2,0.938,0.139,8.509204635887006e-05,True,0.1,0.85,10.0,10000.0,0.1910542,0.01320439,0.004874896,0.0028760294964697
hermes3D.d.pi+.268,1,12,1,2001,52.657444,1.0,4.47213595499958,2.952062083778153,0.2,0.35,0.275,0.6,0.8,0.6933019797680995,0.25,0.35,0.3,0.938,0.139,8.509204635887006e-05,True,0.1,0.85,10.0,10000.0,0.2751971,0.01570325,0.01148551,0.0041426724821696
hermes3D.d.pi+.286,1,12,1,2001,52.657444,1.0,4.47213595499958,4.062078339802585,0.35,0.6,0.475,0.2,0.25,0.225,0.0,0.15,0.075,0.938,0.139,0.0008160904310103,True,0.1,0.85,10.0,10000.0,1.333754,0.1599615,0.290516,0.0216342985334318
hermes3D.d.pi+.293,1,12,1,2001,52.657444,1.0,4.47213595499958,4.060106362301656,0.35,0.6,0.475,0.25,0.3,0.275,0.0,0.15,0.075,0.938,0.139,0.0008160904310103,True,0.1,0.85,10.0,10000.0,1.088151,0.1320117,0.1889754,0.0176504689646309
