# name: E537.pi.dQ
# comment: E537 pi-data Q-differential
# reference: Phys.Rev.D 93 (1988) 1377
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.08
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,xSec,uncorrErr_0,Q_avg,y_avg,qT_avg,cutParams_0,cutParams_1,cutParams_2,cutParams_3
E537.pi.dQ.0,2,2,184074,1,235.4,4.0,4.5,-0.1,1.0,0.0,0.7071067811865476,0.0015556349186104045,False,0.0625,0.00527,4.25,0.45,0.3535533905932738,0.0,0.0,-100.0,100.0
E537.pi.dQ.1,2,2,184074,1,235.4,4.0,4.5,-0.1,1.0,0.7071067811865476,1.0,0.0006443650813895955,False,0.0436,0.0044,4.25,0.45,0.8535533905932737,0.0,0.0,-100.0,100.0
E537.pi.dQ.2,2,2,184074,1,235.4,4.0,4.5,-0.1,1.0,1.0,1.224744871391589,0.0004944387170614959,False,0.0317,0.00379,4.25,0.45,1.1123724356957945,0.0,0.0,-100.0,100.0
E537.pi.dQ.3,2,2,184074,1,235.4,4.0,4.5,-0.1,1.0,1.224744871391589,1.4142135623730951,0.0004168311201593131,False,0.0203,0.00299,4.25,0.45,1.3194792168823422,0.0,0.0,-100.0,100.0
E537.pi.dQ.4,2,2,184074,1,235.4,4.0,4.5,-0.1,1.0,1.4142135623730951,1.5811388300841898,0.00036723558896440816,False,0.0126,0.00236,4.25,0.45,1.4976761962286425,0.0,0.0,-100.0,100.0
E537.pi.dQ.5,2,2,184074,1,235.4,4.0,4.5,-0.1,1.0,1.5811388300841898,1.7320508075688772,0.000332006350466313,False,0.00595,0.00156,4.25,0.45,1.6565948188265334,0.0,0.0,-100.0,100.0
E537.pi.dQ.6,2,2,184074,1,235.4,4.0,4.5,-0.1,1.0,1.7320508075688772,1.8708286933869707,0.0003053113487998054,False,0.00356,0.00133,4.25,0.45,1.801439750477924,0.0,0.0,-100.0,100.0
E537.pi.dQ.7,2,2,184074,1,235.4,4.0,4.5,-0.1,1.0,1.8708286933869707,2.0,0.0002841768745486646,False,0.00328,0.00118,4.25,0.45,1.9354143466934852,0.0,0.0,-100.0,100.0
E537.pi.dQ.8,2,2,184074,1,235.4,4.0,4.5,-0.1,1.0,2.0,2.1213203435596424,0.00026690475583121374,False,0.00335,0.00121,4.25,0.45,2.060660171779821,0.0,0.0,-100.0,100.0
E537.pi.dQ.9,2,2,184074,1,235.4,4.0,4.5,-0.1,1.0,2.1213203435596424,2.23606797749979,0.0002524447946683235,False,0.00234,0.000985,4.25,0.45,2.178694160529716,0.0,0.0,-100.0,100.0
E537.pi.dQ.10,2,2,184074,1,235.4,4.0,4.5,-0.1,1.0,2.23606797749979,2.345207879911715,0.00024010778530623555,False,0.00062,0.000444,4.25,0.45,2.2906379287057526,0.0,0.0,-100.0,100.0
E537.pi.dQ.11,2,2,184074,1,235.4,4.0,4.5,-0.1,1.0,2.345207879911715,2.449489742783178,0.00022942009831721907,False,0.001,0.000727,4.25,0.45,2.397348811347446,0.0,0.0,-100.0,100.0
E537.pi.dQ.12,2,2,184074,1,235.4,4.0,4.5,-0.1,1.0,2.449489742783178,2.5495097567963922,0.00022004403082907163,False,0.00129,0.00068,4.25,0.45,2.499499749789785,0.0,0.0,-100.0,100.0
