# name: E615.pi.dxF
# comment: E615 pi-data x-differential
# reference: Phys.Rev.D 39 (1989) 92-122
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.16
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,xSec,uncorrErr_0,Q_avg,y_avg,qT_avg,cutParams_0,cutParams_1,cutParams_2,cutParams_3
E615.pi.dxF.0,2,2,184074,1,473.6,4.05,8.55,0.0,0.1,0.0,0.25,0.004500000000000001,False,0.05007,0.00469,6.300000000000001,0.05,0.125,0.0,0.0,-100.0,100.0
E615.pi.dxF.1,2,2,184074,1,473.6,4.05,8.55,0.0,0.1,0.25,0.5,0.004500000000000001,False,0.118,0.0075,6.300000000000001,0.05,0.375,0.0,0.0,-100.0,100.0
E615.pi.dxF.2,2,2,184074,1,473.6,4.05,8.55,0.0,0.1,0.5,0.75,0.004500000000000001,False,0.1717,0.0093,6.300000000000001,0.05,0.625,0.0,0.0,-100.0,100.0
E615.pi.dxF.3,2,2,184074,1,473.6,4.05,8.55,0.0,0.1,0.75,1.0,0.004500000000000001,False,0.1892,0.0105,6.300000000000001,0.05,0.875,0.0,0.0,-100.0,100.0
E615.pi.dxF.4,2,2,184074,1,473.6,4.05,8.55,0.0,0.1,1.0,1.25,0.004500000000000001,False,0.1642,0.0104,6.300000000000001,0.05,1.125,0.0,0.0,-100.0,100.0
E615.pi.dxF.5,2,2,184074,1,473.6,4.05,8.55,0.0,0.1,1.25,1.5,0.004500000000000001,False,0.1657,0.0114,6.300000000000001,0.05,1.375,0.0,0.0,-100.0,100.0
E615.pi.dxF.6,2,2,184074,1,473.6,4.05,8.55,0.0,0.1,1.5,1.75,0.004500000000000001,False,0.1097,0.0101,6.300000000000001,0.05,1.625,0.0,0.0,-100.0,100.0
E615.pi.dxF.7,2,2,184074,1,473.6,4.05,8.55,0.0,0.1,1.75,2.0,0.004500000000000001,False,0.06992,0.00926,6.300000000000001,0.05,1.875,0.0,0.0,-100.0,100.0
E615.pi.dxF.8,2,2,184074,1,473.6,4.05,8.55,0.0,0.1,2.0,2.25,0.004500000000000001,False,0.04432,0.0076,6.300000000000001,0.05,2.125,0.0,0.0,-100.0,100.0
E615.pi.dxF.9,2,2,184074,1,473.6,4.05,8.55,0.0,0.1,2.25,2.5,0.004500000000000001,False,0.02778,0.00717,6.300000000000001,0.05,2.375,0.0,0.0,-100.0,100.0
